Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
classic-black-leather-watch,Classic Black Leather Watch,"<p>Elegant classic watch with genuine leather strap and stainless steel case. Perfect for business and formal occasions.</p>",TimeCraft,Accessories,Watch,"classic,leather,black,formal,business",TRUE,Color,Black,,,,WATCH001,120,shopify,25,deny,manual,89.99,129.99,TRUE,TRUE,1234567890123,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Classic Black Leather Watch,FALSE,Classic Black Leather Watch - TimeCraft,Classic black leather watch for men and women,Apparel & Accessories > Jewelry > Watches,unisex,adult,TC001,Classic Watches,leather,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,45.00,89.99,129.99,active
sport-digital-watch,Sport Digital Watch,"<p>Water-resistant digital sports watch with multiple functions including stopwatch, alarm, and backlight.</p>",SportTime,Accessories,Watch,"sport,digital,waterproof,fitness",TRUE,Color,Black,,,,WATCH002,95,shopify,40,deny,manual,45.99,65.99,TRUE,TRUE,1234567890124,https://images.unsplash.com/photo-1524805444758-089113d48a6d?w=500,1,Sport Digital Watch,FALSE,Sport Digital Watch - SportTime,Digital sports watch for active lifestyle,Apparel & Accessories > Jewelry > Watches,unisex,adult,ST002,Sports Watches,digital,new,FALSE,,,,,https://images.unsplash.com/photo-1524805444758-089113d48a6d?w=500,g,0,25.00,45.99,65.99,active
luxury-gold-watch,Luxury Gold Watch,"<p>Premium gold-plated watch with Swiss movement and sapphire crystal. A statement piece for special occasions.</p>",LuxTime,Accessories,Watch,"luxury,gold,swiss,premium",TRUE,Color,Gold,,,,WATCH003,150,shopify,8,deny,manual,299.99,399.99,TRUE,TRUE,1234567890125,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?w=500,1,Luxury Gold Watch,FALSE,Luxury Gold Watch - LuxTime,Premium gold watch with Swiss movement,Apparel & Accessories > Jewelry > Watches,unisex,adult,LT003,Luxury Watches,gold,new,FALSE,,,,,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?w=500,g,0,180.00,299.99,399.99,active
smart-fitness-watch,Smart Fitness Watch,"<p>Advanced smartwatch with heart rate monitoring, GPS tracking, and smartphone connectivity.</p>",TechWear,Accessories,Watch,"smart,fitness,bluetooth,gps",TRUE,Color,Black,,,,WATCH004,85,shopify,30,deny,manual,199.99,249.99,TRUE,TRUE,1234567890126,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Smart Fitness Watch,FALSE,Smart Fitness Watch - TechWear,Advanced fitness tracking smartwatch,Apparel & Accessories > Jewelry > Watches,unisex,adult,TW004,Smart Watches,smart,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,120.00,199.99,249.99,active
vintage-brown-watch,Vintage Brown Watch,"<p>Retro-inspired watch with brown leather strap and vintage-style dial. Perfect for casual wear.</p>",RetroTime,Accessories,Watch,"vintage,brown,retro,casual",TRUE,Color,Brown,,,,WATCH005,110,shopify,20,deny,manual,79.99,99.99,TRUE,TRUE,1234567890127,https://images.unsplash.com/photo-1523170335258-f5c6a6f1c0c1?w=500,1,Vintage Brown Watch,FALSE,Vintage Brown Watch - RetroTime,Retro-style watch with brown leather strap,Apparel & Accessories > Jewelry > Watches,unisex,adult,RT005,Vintage Watches,brown,new,FALSE,,,,,https://images.unsplash.com/photo-1523170335258-f5c6a6f1c0c1?w=500,g,0,45.00,79.99,99.99,active
diving-watch-blue,Diving Watch Blue,"<p>Professional diving watch with 200m water resistance, luminous hands, and rotating bezel.</p>",AquaTime,Accessories,Watch,"diving,waterproof,blue,professional",TRUE,Color,Blue,,,,WATCH006,180,shopify,15,deny,manual,159.99,199.99,TRUE,TRUE,1234567890128,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Diving Watch Blue,FALSE,Diving Watch Blue - AquaTime,Professional diving watch with 200m water resistance,Apparel & Accessories > Jewelry > Watches,unisex,adult,AT006,Diving Watches,blue,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,95.00,159.99,199.99,active
minimalist-white-watch,Minimalist White Watch,"<p>Clean and simple white watch with minimalist design. Perfect for everyday wear.</p>",SimpleTime,Accessories,Watch,"minimalist,white,simple,everyday",TRUE,Color,White,,,,WATCH007,75,shopify,35,deny,manual,59.99,79.99,TRUE,TRUE,1234567890129,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Minimalist White Watch,FALSE,Minimalist White Watch - SimpleTime,Clean minimalist white watch design,Apparel & Accessories > Jewelry > Watches,unisex,adult,ST007,Minimalist Watches,white,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,35.00,59.99,79.99,active
military-green-watch,Military Green Watch,"<p>Tactical military-style watch with green canvas strap and rugged design. Built for durability.</p>",TacticalTime,Accessories,Watch,"military,green,tactical,durable",TRUE,Color,Green,,,,WATCH008,140,shopify,25,deny,manual,119.99,149.99,TRUE,TRUE,1234567890130,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Military Green Watch,FALSE,Military Green Watch - TacticalTime,Tactical military-style watch with green strap,Apparel & Accessories > Jewelry > Watches,unisex,adult,TT008,Military Watches,green,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,70.00,119.99,149.99,active
rose-gold-elegant-watch,Rose Gold Elegant Watch,"<p>Elegant rose gold watch with mother-of-pearl dial and genuine leather strap.</p>",ElegantTime,Accessories,Watch,"rose gold,elegant,mother of pearl,luxury",TRUE,Color,Rose Gold,,,,WATCH009,125,shopify,12,deny,manual,249.99,329.99,TRUE,TRUE,1234567890131,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?w=500,1,Rose Gold Elegant Watch,FALSE,Rose Gold Elegant Watch - ElegantTime,Elegant rose gold watch with mother-of-pearl dial,Apparel & Accessories > Jewelry > Watches,unisex,adult,ET009,Luxury Watches,rose gold,new,FALSE,,,,,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?w=500,g,0,150.00,249.99,329.99,active
chronograph-silver-watch,Chronograph Silver Watch,"<p>Professional chronograph watch with silver case and multiple sub-dials for precise timing.</p>",ProTime,Accessories,Watch,"chronograph,silver,professional,timing",TRUE,Color,Silver,,,,WATCH010,160,shopify,18,deny,manual,189.99,229.99,TRUE,TRUE,1234567890132,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Chronograph Silver Watch,FALSE,Chronograph Silver Watch - ProTime,Professional chronograph with silver case,Apparel & Accessories > Jewelry > Watches,unisex,adult,PT010,Chronograph Watches,silver,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,110.00,189.99,229.99,active
pilot-aviation-watch,Pilot Aviation Watch,"<p>Aviation-inspired watch with large dial, luminous markers, and rotating bezel for navigation.</p>",AeroTime,Accessories,Watch,"pilot,aviation,navigation,luminous",TRUE,Color,Black,,,,WATCH011,170,shopify,22,deny,manual,179.99,219.99,TRUE,TRUE,1234567890133,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Pilot Aviation Watch,FALSE,Pilot Aviation Watch - AeroTime,Aviation-inspired watch with navigation features,Apparel & Accessories > Jewelry > Watches,unisex,adult,AT011,Aviation Watches,black,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,105.00,179.99,219.99,active
wooden-bamboo-watch,Wooden Bamboo Watch,"<p>Eco-friendly watch made from sustainable bamboo with natural wood grain pattern.</p>",EcoTime,Accessories,Watch,"wooden,bamboo,eco-friendly,sustainable",TRUE,Color,Natural,,,,WATCH012,90,shopify,28,deny,manual,69.99,89.99,TRUE,TRUE,1234567890134,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Wooden Bamboo Watch,FALSE,Wooden Bamboo Watch - EcoTime,Eco-friendly bamboo watch with natural grain,Apparel & Accessories > Jewelry > Watches,unisex,adult,ET012,Eco Watches,natural,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,40.00,69.99,89.99,active
diamond-luxury-watch,Diamond Luxury Watch,"<p>Ultra-luxurious watch with genuine diamonds and 18k gold case. Limited edition piece.</p>",DiamondTime,Accessories,Watch,"diamond,luxury,gold,limited edition",TRUE,Color,Gold,,,,WATCH013,200,shopify,3,deny,manual,1999.99,2499.99,TRUE,TRUE,1234567890135,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?w=500,1,Diamond Luxury Watch,FALSE,Diamond Luxury Watch - DiamondTime,Ultra-luxurious watch with genuine diamonds,Apparel & Accessories > Jewelry > Watches,unisex,adult,DT013,Luxury Watches,gold,new,FALSE,,,,,https://images.unsplash.com/photo-1434056886845-dac89ffe9b56?w=500,g,0,1200.00,1999.99,2499.99,active
kids-colorful-watch,Kids Colorful Watch,"<p>Fun and colorful watch designed for children with easy-to-read numbers and durable construction.</p>",KidsTime,Accessories,Watch,"kids,colorful,children,durable",TRUE,Color,Multi,,,,WATCH014,60,shopify,45,deny,manual,29.99,39.99,TRUE,TRUE,1234567890136,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Kids Colorful Watch,FALSE,Kids Colorful Watch - KidsTime,Fun colorful watch for children,Apparel & Accessories > Jewelry > Watches,unisex,child,KT014,Kids Watches,colorful,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,18.00,29.99,39.99,active
steel-bracelet-watch,Steel Bracelet Watch,"<p>Classic stainless steel watch with matching bracelet. Timeless design for any occasion.</p>",SteelTime,Accessories,Watch,"steel,bracelet,classic,stainless",TRUE,Color,Silver,,,,WATCH015,130,shopify,32,deny,manual,99.99,129.99,TRUE,TRUE,1234567890137,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Steel Bracelet Watch,FALSE,Steel Bracelet Watch - SteelTime,Classic stainless steel watch with bracelet,Apparel & Accessories > Jewelry > Watches,unisex,adult,ST015,Classic Watches,silver,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,60.00,99.99,129.99,active
carbon-fiber-watch,Carbon Fiber Watch,"<p>Lightweight carbon fiber watch with modern design and exceptional durability.</p>",CarbonTime,Accessories,Watch,"carbon fiber,lightweight,modern,durable",TRUE,Color,Black,,,,WATCH016,85,shopify,20,deny,manual,149.99,189.99,TRUE,TRUE,1234567890138,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Carbon Fiber Watch,FALSE,Carbon Fiber Watch - CarbonTime,Lightweight carbon fiber watch with modern design,Apparel & Accessories > Jewelry > Watches,unisex,adult,CT016,Modern Watches,black,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,85.00,149.99,189.99,active
moon-phase-watch,Moon Phase Watch,"<p>Sophisticated watch featuring moon phase complication and elegant design.</p>",LunarTime,Accessories,Watch,"moon phase,sophisticated,elegant,complication",TRUE,Color,Blue,,,,WATCH017,145,shopify,10,deny,manual,399.99,499.99,TRUE,TRUE,1234567890139,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Moon Phase Watch,FALSE,Moon Phase Watch - LunarTime,Sophisticated watch with moon phase complication,Apparel & Accessories > Jewelry > Watches,unisex,adult,LT017,Luxury Watches,blue,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,240.00,399.99,499.99,active
skeleton-mechanical-watch,Skeleton Mechanical Watch,"<p>Fascinating skeleton watch revealing the intricate mechanical movement inside.</p>",MechTime,Accessories,Watch,"skeleton,mechanical,transparent,movement",TRUE,Color,Silver,,,,WATCH018,155,shopify,15,deny,manual,279.99,349.99,TRUE,TRUE,1234567890140,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Skeleton Mechanical Watch,FALSE,Skeleton Mechanical Watch - MechTime,Skeleton watch revealing mechanical movement,Apparel & Accessories > Jewelry > Watches,unisex,adult,MT018,Mechanical Watches,silver,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,165.00,279.99,349.99,active
titanium-ultra-light-watch,Titanium Ultra Light Watch,"<p>Ultra-lightweight titanium watch with exceptional strength and hypoallergenic properties.</p>",TitanTime,Accessories,Watch,"titanium,lightweight,strong,hypoallergenic",TRUE,Color,Gray,,,,WATCH019,70,shopify,25,deny,manual,199.99,249.99,TRUE,TRUE,1234567890141,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Titanium Ultra Light Watch,FALSE,Titanium Ultra Light Watch - TitanTime,Ultra-lightweight titanium watch,Apparel & Accessories > Jewelry > Watches,unisex,adult,TT019,Modern Watches,gray,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,115.00,199.99,249.99,active
ceramic-white-watch,Ceramic White Watch,"<p>Scratch-resistant ceramic watch with pure white finish and modern minimalist design.</p>",CeramicTime,Accessories,Watch,"ceramic,white,scratch resistant,minimalist",TRUE,Color,White,,,,WATCH020,95,shopify,30,deny,manual,129.99,159.99,TRUE,TRUE,1234567890142,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Ceramic White Watch,FALSE,Ceramic White Watch - CeramicTime,Scratch-resistant ceramic watch in white,Apparel & Accessories > Jewelry > Watches,unisex,adult,CT020,Modern Watches,white,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,75.00,129.99,159.99,active
racing-chronograph-watch,Racing Chronograph Watch,"<p>High-performance racing chronograph with tachymeter scale and sporty design.</p>",RaceTime,Accessories,Watch,"racing,chronograph,tachymeter,sporty",TRUE,Color,Red,,,,WATCH021,165,shopify,18,deny,manual,169.99,199.99,TRUE,TRUE,1234567890143,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Racing Chronograph Watch,FALSE,Racing Chronograph Watch - RaceTime,High-performance racing chronograph with tachymeter,Apparel & Accessories > Jewelry > Watches,unisex,adult,RT021,Racing Watches,red,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,95.00,169.99,199.99,active
field-military-watch,Field Military Watch,"<p>Rugged field watch designed for military use with luminous hands and durable construction.</p>",FieldTime,Accessories,Watch,"field,military,rugged,luminous",TRUE,Color,Olive,,,,WATCH022,135,shopify,22,deny,manual,109.99,139.99,TRUE,TRUE,1234567890144,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Field Military Watch,FALSE,Field Military Watch - FieldTime,Rugged field watch for military use,Apparel & Accessories > Jewelry > Watches,unisex,adult,FT022,Military Watches,olive,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,65.00,109.99,139.99,active
dress-formal-watch,Dress Formal Watch,"<p>Elegant dress watch perfect for formal occasions with slim profile and classic design.</p>",DressTime,Accessories,Watch,"dress,formal,elegant,slim",TRUE,Color,Black,,,,WATCH023,100,shopify,28,deny,manual,139.99,179.99,TRUE,TRUE,1234567890145,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,Dress Formal Watch,FALSE,Dress Formal Watch - DressTime,Elegant dress watch for formal occasions,Apparel & Accessories > Jewelry > Watches,unisex,adult,DT023,Formal Watches,black,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,80.00,139.99,179.99,active
gmt-world-timer-watch,GMT World Timer Watch,"<p>GMT watch with world time function and rotating bezel for tracking multiple time zones.</p>",WorldTime,Accessories,Watch,"gmt,world timer,time zones,travel",TRUE,Color,Blue,,,,WATCH024,175,shopify,16,deny,manual,229.99,279.99,TRUE,TRUE,1234567890146,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,1,GMT World Timer Watch,FALSE,GMT World Timer Watch - WorldTime,GMT watch with world time function,Apparel & Accessories > Jewelry > Watches,unisex,adult,WT024,Travel Watches,blue,new,FALSE,,,,,https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=500,g,0,135.00,229.99,279.99,active
